STUDENT_ID	PRE_STATE	ACTION	POST_STATE
HYURJEVI-3	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@Q>q,~q\~Q#~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@Q>T,~T\~Q#~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
CGEORG10-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Qv(~QvP),~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	HS	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	CONJ	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~QvP)>S),@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~QvP)>S),@"	CD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~QvP)>S),@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~QvP)>S),@"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	CONJ	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	SIMP	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	SIMP	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p&S\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p&S\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@N&S\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@N&S\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@N>S,N\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@N>S,N\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@Q>S,Q\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@Q>S,Q\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	DN	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	DS	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	DS	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@Svq,~q\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@Svq,~q\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@T\SvT#SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@T\SvT#SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	HS	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(r>T),~Tvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(r>T),~Tvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(P>T),~TvP\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(P>T),~TvP\SvT#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MT	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(r>T),~Tvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(r>T),~Tvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(S>T),~TvS\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T>S)&(S>T),~TvS\SvT#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(Q>S)&(r>T),Qvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(Q>S)&(r>T),Qvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(Q>S)&(P>T),QvP\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(Q>S)&(P>T),QvP\SvT#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CD	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~Q>S)&(r>T),~Qvr\SvT#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~Q>S)&(r>T),~Qvr\SvT#"	INST	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~Q>S)&(N>T),~QvN\SvT#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~Q>S)&(N>T),~QvN\SvT#"	Del	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~QvN,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	CD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(p>S)&(r>T),pvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(R>S)&(r>T),Rvr\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(R>S)&(r>T),Rvr\SvT#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(R>S)&(Q>T),RvQ\SvT#(~T&S)>~R,~T&S\~R#"
CGEORG10-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(R>S)&(Q>T),RvQ\SvT#(~T&S)>~R,~T&S\~R#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@SvT,~T\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
CGEORG10-2	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~QvS,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~QvS,~Q,(~T&S)>~R,(~QvP)>S,@"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	IMPL	"Q>T,~T,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	DS	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	DN	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	DEM	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	MP	"S,Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,~(~QvP)vS,(~T&S)>~R,(~QvP)>S,@"	Del	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~T&S)>~R),@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,((~T&S)>~R)&((~T&S)>~R),@~R\~RvN#"	Del	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
CGEORG10-2	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T&S,~T,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	SIMP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"Q>T,~TvS,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JANASH-0	"Q>T,~TvS,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JANASH-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
